0,4,3,6,0,0.425,4.85,0.425,3.15,-1.76,3.15,-1.76,4.85,0
0.00060003,4,3.0012,6.0006,-0.00119994,0.42577,4.84992,0.42543,3.14991,-1.75957,3.15035,-1.75923,4.85035,1
0.00120012,4,3.0024,6.0012,-0.00239976,0.42654,4.84983,0.42586,3.14983,-1.75914,3.1507,-1.75846,4.8507,1
0.00180027,4,3.0036,6.0018,-0.00359946,0.42731,4.84974,0.42629,3.14974,-1.75871,3.15106,-1.75769,4.85105,1
0.00240048,4,3.0048,6.0024,-0.00479904,0.42808,4.84966,0.426721,3.14966,-1.75828,3.15141,-1.75692,4.85141,1
0.00300075,4,3.006,6.003,-0.0059985,0.42885,4.84957,0.427151,3.14957,-1.75785,3.15176,-1.75615,4.85176,1
0.00360108,4,3.00721,6.0036,-0.00719784,0.42962,4.84949,0.427582,3.14949,-1.75742,3.15211,-1.75538,4.85211,1
0.00420147,4,3.00841,6.00419,-0.00839706,0.43039,4.8494,0.428012,3.1494,-1.75699,3.15246,-1.75461,4.85246,1
0.00480192,4,3.00961,6.00479,-0.00959616,0.43116,4.84932,0.428443,3.14932,-1.75655,3.15281,-1.75384,4.85281,1
0.00540243,4,3.01081,6.00539,-0.0107951,0.43193,4.84923,0.428874,3.14923,-1.75612,3.15316,-1.75307,4.85316,1
0.006003,3.99999,3.01202,6.00599,-0.011994,0.4327,4.84914,0.429305,3.14915,-1.75569,3.15351,-1.7523,4.85351,1
0.00660362,3.99999,3.01322,6.00659,-0.0131927,0.43347,4.84906,0.429736,3.14906,-1.75526,3.15386,-1.75153,4.85386,1
0.00720431,3.99999,3.01442,6.00718,-0.0143914,0.434239,4.84897,0.430167,3.14898,-1.75483,3.15421,-1.75075,4.85421,1
0.00780506,3.99999,3.01563,6.00778,-0.0155899,0.435009,4.84888,0.430598,3.14889,-1.75439,3.15456,-1.74998,4.85455,1
0.00840587,3.99999,3.01683,6.00838,-0.0167882,0.435779,4.8488,0.431029,3.1488,-1.75396,3.15491,-1.74921,4.8549,1
0.00900674,3.99999,3.01804,6.00897,-0.0179865,0.436549,4.84871,0.431461,3.14872,-1.75353,3.15526,-1.74844,4.85525,1
0.00960766,3.99998,3.01924,6.00957,-0.0191846,0.437319,4.84862,0.431892,3.14863,-1.7531,3.15561,-1.74767,4.8556,1
